GenerationNum,AverageFitness,HighestFitness
1,-3722.469,1157.594
2,-3128.442,839.4827
3,-3717.167,922.472
4,-2372.827,1293.372
5,-5025.841,957.7017
6,-3583.582,941.1147
7,-4545.544,380.653
8,-2601.423,987.1622
9,-2777.559,961.7967
10,-2926.34,1383.756
11,-5201.154,1164.759
12,-2928.509,974.2578
13,-3930.217,761.7253
14,-3499.637,1133.826
15,-2657.038,798.4565
16,-3392.788,745.0767
17,-4609.781,879.745
18,-3122.032,740.553
19,-2993.389,892.6569
20,-3494.271,651.5803
21,-359.175,1159.328
22,-614.8656,1170.247
23,-535.2579,1243.172
24,-979.1605,1212.331
25,-1067.434,1216.181
26,-342.5809,1262.246
27,-1347.338,1274.171
28,-1498.286,1271.287
29,-1168.411,1261.255
30,-514.6122,1274.031
31,-1786.695,1266.306
32,-944.6033,1268.192
33,-1154.958,1246.964
34,-1628.063,1250.417
35,-1552.44,1241.578
36,-1187.258,1379.416
37,-1417.408,1232.762
38,-1672.777,1240.798
39,-1541.164,1249.19
40,-1486.627,1243.288
41,-2261.425,1239.616
42,-1997.963,1237.74
43,-2806.657,1244.311
44,-1678.458,1268.802
45,-1592.175,1256.875
46,-1765.296,1520.812
47,-1596.334,1488.887
48,-12.93852,1430.749
49,-1375.786,1572.896
50,-1892.93,1395.485
51,-98.79176,1371.352
52,-2760.303,1501.329
53,-1071.894,1465.387
54,-1787.409,1494.092
55,-1547.38,1464.135
56,-3007.046,1686.846
57,-4875.806,1486.786
58,-3778.861,1486.151
59,-1488.066,1794.988
60,-2674.972,1487.433
61,-5570.415,1625.641
62,-2881.742,1374.604
63,-1878.264,1442.111
64,-325.2477,1456.671
65,-5049.907,1817.489
66,-2611.602,1422.372
67,-4133.669,1570.935
68,-1836.032,1550.817
69,-2687.16,1538.253
70,-3856.73,1536.191
71,-2884.667,1679.174
72,-1710.513,1570.922
73,-909.2946,1608.703
74,-480.1258,1571.753
75,-1969.416,1603.12
76,-1598.536,1570.896
77,-1490.949,1547.924
78,-2343.258,1557.231
79,-1377.062,1537.167
80,-1963.832,1558.016
81,-2124.511,1603.886
82,-1406.29,1558.18
83,-2199.263,1527.513
84,-1675.707,1544.641
85,-1707.131,1559.293
