GenerationNum,AverageFitness,HighestFitness
1,-578.0675,1251.337
2,-1136.206,995.9568
3,-874.9603,919.9645
4,-773.7109,1353.938
5,-1429.087,905.5338
6,-469.1174,921.0323
7,-1146.542,738.4641
8,-642.7051,1198.258
9,-665.3348,1195.886
10,-842.3893,980.0692
11,-675.1854,1208.45
12,-1775.46,400.3954
13,-362.8515,915.6649
14,-1347.445,767.7474
15,-867.5242,605.3798
16,-743.6364,1164.956
17,-528.9755,1228.181
18,-1667.465,441.4815
19,-582.4029,903.9402
20,-1267.986,851.3746
21,177.2753,1265.52
22,-50.71277,1339.863
23,430.6793,1277.883
24,-135.3027,1312.75
25,548.9482,1322.458
26,483.967,1266.535
27,578.8591,1287.945
28,446.5107,1328.54
29,591.6638,1346.309
30,661.6206,1395.632
31,882.9926,1382.213
32,674.3818,1345.609
33,1051.973,1316.914
34,887.5433,1375.041
35,769.015,1346.401
36,751.653,1435.315
37,975.988,1477.278
38,391.5849,1437.223
39,462.0273,1339.413
40,695.8389,1492.451
41,510.2639,1342.509
42,447.1528,1455.263
43,742.1039,1493.212
44,389.972,1562.603
45,700.4866,1629.38
46,941.6163,1418.743
47,-109.98,1928.146
48,478.7504,1912.326
49,796.7607,1495.083
50,1133.953,1421.068
51,976.0975,1466.921
52,76.24247,1404.703
53,699.8251,1742.504
54,847.2681,1352.169
55,411.5052,1438.005
56,332.1492,1339.475
57,854.9943,1438.813
58,842.3791,1486.278
59,864.2106,1394.212
60,642.1827,1432.322
61,816.1749,1342.019
62,1020.674,1414.11
63,851.033,1404.397
64,967.8779,1411.756
65,412.2551,1451.312
66,884.9852,1419.93
67,1050.065,1447.498
68,1015.298,1430.933
69,902.8763,1472.006
70,721.4501,1432.77
71,805.9641,1401.446
72,892.258,1381.284
73,423.0219,1528.992
74,-88.50942,1368.063
75,593.0987,1383.802
76,952.5755,1389.434
77,690.21,1416.737
78,919.0493,1385.119
79,818.3766,1369.442
80,789.0397,1364.536
81,1162.756,1408.63
82,1018.866,1393.863
83,97.63642,1401.964
84,620.4579,1415.641
85,885.3172,1357.64
86,0.0753601,1456.023
87,-48.08922,1346.025
88,-104.6804,1327.894
89,-275.9955,1315.891
90,-63.32522,1385.426
91,-65.52439,1377.373
92,332.1452,1363.025
93,323.0365,1340.16
94,858.1766,1406.599
95,560.8806,1419.144
96,769.8085,1397.806
97,612.4073,1404.135
98,823.7057,1330.619
99,767.7923,1352.459
100,217.5435,1327.772
101,374.211,1491.12
102,-198.3441,1447.96
103,586.3593,1378.266
104,970.8948,1486.637
105,-162.2298,1398.575
106,-105.9952,1544.148
107,566.7994,1392.834
108,-75.06689,1477.901
109,-458.8646,1233.472
110,94.62502,1530.998
111,220.7103,1380.524
112,-403.3582,1583.669
113,-804.553,1428.752
114,-675.5178,1316.395
115,-561.3962,1528.484
116,893.8829,1622.689
117,581.3998,1585.405
118,1029.824,1561.055
119,427.7117,1533.152
120,305.6658,1392.034
121,1142.76,1571.487
122,1130.921,1482.435
123,622.7117,1469.232
124,983.0043,1444.622
125,727.6083,1416.746
126,1013.639,1454.382
127,552.3681,1474.99
128,10.34985,1469.081
129,986.36,1679.265
130,660.7532,1560.705
131,1072.934,1507.237
132,1111.36,1606.168
133,770.9879,1489.454
134,884.2809,1631.598
135,818.2308,1684.68
136,776.801,1613.416
137,1115.596,3433.979
138,375.9261,1522.107
139,689.9689,1599.389
140,33.63919,1653.891
141,863.7701,1417.723
142,1020.015,1651.595
143,564.0795,1472.292
144,1302.922,1692.191
145,483.8802,1577.514
146,283.6855,1445.678
147,608.8156,1625.572
148,769.3215,1564.599
149,621.8735,1580.122
150,876.3441,1736.674
151,908.8613,1654.67
152,783.5983,1593.733
153,1160.857,1901.254
154,1275.414,3212.718
155,748.4691,1824.559
156,1047.303,2080.575
157,1185.469,1815.889
158,1055.165,1860.462
159,1216.728,2148.859
160,1374.778,2723.037
161,940.9108,1633.067
162,321.6021,1629.182
163,1285.221,3363.227
164,1134.3,1789.451
165,1507.032,9878.103
166,675.1873,1750.981
167,645.703,1931.11
168,695.9846,2507.002
169,860.3976,2652.598
170,829.5252,1866.917
171,1083.257,1816.531
172,744.9866,3609.176
173,1299.197,5754.552
174,850.9565,3401.342
175,792.8402,1742.998
176,1316.293,4424.446
177,1146.708,3408.984
178,802.5826,12519.25
179,876.9334,4763.447
180,356.5196,3499.209
181,680.0262,2499.881
182,-11.24493,3580.001
183,79.13992,3099.929
184,315.1882,3230.167
185,1008.843,5133.213
186,922.2269,3273.035
187,2026.891,7126.779
188,526.7448,3867.839
189,611.0851,5694.726
190,68.20388,2015.078
191,1303.47,4581.808
192,1367.945,4087.407
193,970.5041,3775.967
194,853.5496,6092.351
195,918.8727,3729.354
196,17.67678,4059.703
197,758.5767,6407.884
198,1066.601,2323.235
199,1702.614,4240.625
200,925.5216,4472.58
201,1130.161,5372.405
202,975.7991,3201.251
203,1151.594,9320.85
204,924.4674,4388.972
205,1464.048,8034.856
206,1493.221,14557.82
207,907.9852,8798.319
208,605.5428,6973.993
209,1128.201,4016.318
210,2244.158,13803.15
211,1143.222,12269.23
212,2094.257,13440.02
213,972.6974,7817.122
214,1744.127,8207.084
215,1603.751,8362.063
216,1395.953,4808.83
217,2192.775,9925.205
218,1410.819,8585.32
219,1566.618,8092.067
220,2334.475,12348.31
221,1199.43,9230.998
222,1298.167,7737.527
223,1525.494,5434.586
224,1086.577,2883.258
225,281.8978,2734.467
226,1097.964,6127.374
227,1534.85,4314.164
228,1625.629,9602.508
229,1756.902,9235.667
230,1281.936,9877.18
231,1687.383,8743.782
232,1143.066,6197.184
233,1225.16,5112.453
234,2530.279,12175.88
235,1488.172,6454.083
236,2132.948,12657.65
237,2195.334,7243.228
238,2312.628,9345.935
239,1806.787,9575.896
240,1254.389,6536.179
241,1421.978,10689.47
242,1600.834,4088.275
243,1638.119,5705.584
244,1361.159,6925.97
245,670.9487,2880.528
246,987.0875,3717.632
247,1755.87,11049.36
248,2123.878,11349.18
249,1336.725,6320.319
250,2216.306,6502.896
251,1727.565,4916.836
252,1072.267,4579.085
253,1488.204,8881.278
254,1627.201,9430.246
255,1808.72,8038.366
256,1551.502,12129.85
257,1533.064,12561.42
258,1371.825,5607.1
259,1329.311,3715.934
260,2042.538,8203.165
261,1487.144,11831.92
262,833.2623,4656.969
263,754.8164,5340.092
