GenerationNum,AverageFitness,HighestFitness
1,-23.40421,351.9662
2,-606.5814,654.9006
3,118.4254,1747.239
4,-628.6936,608.6217
5,-24.27669,321.632
6,-832.9656,719.5219
7,-640.8992,994.2607
8,122.5406,1281.035
9,32.29897,1318.849
10,63.49797,1212.024
11,-124.1707,879.7922
12,-756.7975,900.0935
13,-64.23869,1698.51
14,-145.1489,276.708
15,-279.106,1400.36
16,42.91119,722.9853
17,-540.8122,846.9146
18,-845.808,623.9958
19,-254.7533,622.875
20,-42.60762,754.1876
21,-472.3094,1461.992
22,-579.9334,1187.225
23,318.4557,1249.562
24,273.3539,1181.271
25,374.3923,1118.242
26,296.6022,1291.063
27,332.5725,1129.031
28,572.7494,1618.228
29,255.0962,1303.425
30,615.576,1478.135
31,511.2038,1719.556
32,261.3787,1484.095
33,303.0581,1262.629
34,223.5872,1269.081
35,230.8524,882.442
36,226.8842,1268.057
37,421.7643,1092.259
38,536.9449,1191.781
39,555.1835,1433.355
40,313.4112,1304.417
41,328.3485,1311.391
42,-567.8995,1430.335
43,336.9208,1401.884
44,342.9787,1267.884
45,456.2964,1438.695
46,338.9955,1356.974
47,506.5342,1312.906
48,168.6658,1407.861
49,158.998,1317.272
50,517.0883,1421.792
51,492.3216,1549.67
52,-490.9489,1261.384
53,289.1234,1165.951
54,656.6874,1407.005
55,121.4219,1529.815
56,277.2084,1284.979
57,465.1367,1372.999
58,311.7842,855.0092
59,530.3469,1619.525
60,-399.3599,1593.538
61,283.4662,1357.699
62,527.1122,1527.094
63,510.6604,1323.037
64,498.4559,1778.533
65,482.3214,1448.231
66,-554.679,1176.86
67,472.4666,1778.945
68,354.6774,1332.589
69,346.803,1263.29
70,388.5845,1347.358
71,329.1975,1094.232
72,422.4251,1428.494
73,354.7985,1311.656
74,387.5168,1474.672
75,643.5541,1576.203
76,380.7113,1406.852
77,261.027,1446.132
78,599.3558,1308.373
79,-224.7596,1289.035
80,-255.2477,935.9398
81,471.8386,1170.268
82,501.5977,1437.27
83,322.7941,1160.143
84,-23.55645,1210.364
85,378.8319,969.6727
86,607.9728,1292.023
87,103.9721,1413.696
88,420.5994,1502.588
89,171.553,1467.676
90,382.8687,1441.841
91,425.929,1128.439
92,392.1635,1419.313
93,180.2508,1173.151
