GenerationNum,AverageFitness,HighestFitness
1,-234.0979,1094.168
2,-691.5502,1141.77
3,-1620.49,1178.245
4,-430.0988,1249.371
5,-414.7142,1317.112
6,-1047.401,970.3555
7,-1357.263,754.7481
8,-809.6849,922.0139
9,-1187.279,1130.982
10,-1402.133,933.1176
11,-1096.457,864.3588
12,-1601.203,883.8217
13,-1797.218,437.1705
14,-678.7994,1194.513
15,-2166.076,929.2815
16,-164.3286,872.4653
17,-757.4078,1136.47
18,-1021.571,1279.304
19,-286.0504,1350.616
20,-255.1032,808.675
21,212.3479,1296.664
22,-18.02344,1309.591
23,-102.6444,1338.628
24,177.5928,1336.043
25,91.16063,1292.03
26,-682.2792,1352.431
27,495.8396,1383.29
28,-172.9582,1351.595
29,378.7147,1286.41
30,89.47328,1346.495
31,104.9016,1350.34
32,360.0392,1286.41
33,-147.845,1429.863
34,-190.0303,1243.805
35,-195.9109,1342.055
36,322.765,1285.741
37,105.4848,1309.934
38,291.7408,1382.306
39,-649.1403,1272.758
40,-808.009,1359.757
41,-29.17097,1318.831
42,74.00126,1334.873
43,144.0125,1364.032
44,-503.7672,1373.881
45,-64.49607,1269.103
46,-174.6951,1286.423
47,82.66084,1311.165
48,292.9716,1380.663
49,648.1767,1356.864
50,498.9627,1313.728
51,338.2059,1346.298
52,206.8658,1315.422
53,255.0745,1315.746
54,237.2757,1341.341
55,-43.88963,1291.04
56,41.75014,1317.795
57,377.1884,1256.574
58,286.7264,1272.378
59,-85.47621,1302.66
60,300.7171,1514.806
61,572.0773,1271.056
62,170.0994,1258.477
63,111.0468,1366.253
64,876.4181,1592.934
65,731.0429,1383.268
66,584.1127,1492.494
67,793.9272,1603.142
68,160.0553,1331.791
69,758.1905,1367.275
70,721.942,1352.636
71,274.8152,1436.134
72,879.1872,1335.513
73,664.238,1266.938
74,534.7682,1451.71
75,942.9259,1318.49
76,877.2695,1372.535
77,790.5928,1378.317
78,770.0892,1339.417
79,263.5445,1336.624
80,854.5231,1375.783
81,744.9038,1589.006
82,534.1088,1292.674
83,317.418,1338.983
84,-65.60721,1301.593
85,722.7629,1335.47
86,-769.89,1314.695
87,563.2085,1306.802
88,204.0339,1466.743
89,-48.45071,1296.013
90,385.3396,1388.248
91,328.1573,1324.206
92,385.5847,1292.714
93,9.600604,1364.77
94,172.6949,1373.498
95,164.5124,1345.864
96,407.2137,1433.835
97,-1283.468,1301.255
98,32.15333,1338.565
99,-303.424,1306.016
100,-290.8145,1373.569
101,122.3636,1281.713
102,-50.90937,1401.072
103,658.8069,1273.642
104,-811.9742,1301.608
105,-84.71959,1405.188
106,-1020.127,1428.086
107,220.0003,1342.194
108,-159.268,1347.092
109,1.47309,1343.04
110,-193.8506,1290.197
111,-157.8456,1328.756
112,-93.94311,1329.157
113,-357.8953,1458.75
114,319.0173,1437.703
115,179.8134,1385.79
116,567.0053,1318.517
117,1113.727,1579.477
118,610.9794,1334.669
119,1014.079,1361.04
120,-280.4652,1325.577
121,997.9094,1335.963
122,475.4908,1401.726
123,947.3786,1366.181
124,-178.3709,1221.078
125,578.0721,1352.127
126,778.424,1306.267
127,662.1417,1350.096
128,554.3207,1337.192
129,371.4311,1371.387
130,264.4167,1330.328
131,511.5057,1365.684
132,629.5397,1389.124
133,200.8825,1332.545
134,81.60479,1348.915
135,685.9545,1352.863
136,731.2609,1333.064
137,-716.9058,1424.561
138,-369.0592,1379.566
139,-1197.048,1314.194
140,96.61461,1311.222
141,523.4287,1530.752
142,-238.6222,1455.752
143,320.8825,1788.824
144,-772.7806,1391.911
145,-578.3505,1650.732
146,753.1777,1475.369
147,999.443,1450.023
148,-433.8631,1278.123
149,349.3765,1361.034
150,257.0449,1331.207
151,367.4376,1321.647
152,-335.4713,1348.474
153,584.6572,1347.826
154,-1787.448,1340.703
155,-116.9553,1418.228
156,-143.4823,1311.036
157,-182.4563,1582.188
158,49.84653,1299.423
159,606.9946,1445.614
160,-162.2226,1331.835
161,392.5606,1316.308
162,-68.40543,1358.241
163,377.7452,1420.745
164,394.1016,1326.995
165,393.0869,1308.797
166,624.4224,1341.705
167,261.7591,1339.959
168,317.8765,1331.356
169,528.6376,1376.562
170,707.3094,1322.68
171,806.8303,1368.579
172,395.5005,1347.328
173,72.04607,1360.492
174,113.9788,1393.741
175,737.7811,1429.299
176,-236.0433,1369.571
177,564.2809,1442.459
178,299.8587,1371.743
179,436.237,1347.035
180,-154.8104,1367.078
181,831.6552,1562.642
182,842.1608,1371.447
183,758.2925,1381.148
184,782.5302,1345.349
185,836.0815,1385.797
186,797.2374,1367.378
187,560.1573,1417.741
188,658.3842,1441.511
189,26.15872,1408.09
190,323.3697,1423.609
191,659.0675,1578.61
192,615.8902,1374.647
193,1106.032,1522.366
194,1070.689,1357.663
195,-84.46202,1960.643
196,190.5639,1385.128
197,824.4043,1762.229
198,448.6912,1318.878
199,127.9273,1532.072
200,-73.00315,1338.577
201,130.0533,1423.952
202,113.6273,1446.743
203,-174.1702,1366.174
204,-182.145,1401.63
205,320.789,1559.747
206,24.62996,1324.465
207,366.6441,1391.8
208,-40.09842,1358.78
209,276.753,1379.208
210,-322.2954,1345.434
211,364.084,1336.115
212,56.22494,1420.757
213,610.9921,1384.439
214,-666.7914,1352.644
215,361.9568,1346.651
216,-747.3742,1302.964
217,-124.0025,1344.117
218,8.803927,1314.003
219,-339.3177,1320.797
220,475.7306,1342.411
