GenerationNum,AverageFitness,HighestFitness
1,-586.2051,1202.031
2,-1230.536,642.7603
3,-377.7887,1258.955
4,-571.2285,1228.844
5,-737.8823,681.9587
6,-563.3415,1285.883
7,-497.6086,879.5446
8,-1578.28,992.8931
9,-1099.385,154.2147
10,-946.1001,937.8721
11,-807.1981,1127.576
12,55.20507,1382.569
13,-1044.688,928.9478
14,-337.3674,1308.559
15,-1329.167,849.6416
16,-675.7171,1231.414
17,-678.4283,484.3295
18,-981.899,995.9049
19,-1673.872,1248.33
20,-1445.797,1245.561
21,191.0858,1255.118
22,-702.3742,1363.254
23,552.8734,1360.374
24,208.0263,1358.011
25,792.0482,1327.089
26,547.1486,1438.489
27,664.0132,1301.54
28,319.4176,1292.951
29,228.8636,1352.762
30,-149.0747,1362.21
31,427.8221,1309.761
32,-112.485,1301.298
33,451.2835,1330.506
34,343.6705,1324.867
35,461.1929,1355.24
36,420.4212,1372.263
37,350.3865,1421.586
38,469.5943,1433.245
39,557.6324,1375.46
40,209.8951,1372.008
41,-40.41413,1309.782
42,607.8237,1365.621
43,609.9301,1472.261
44,208.1121,1450.012
45,-650.4889,1360.778
46,-348.2807,1350.96
47,52.0375,1310.869
48,384.8727,1394.611
49,801.2316,1335.47
50,647.5835,1312.653
51,574.8085,1373.542
52,99.36599,1315.489
53,523.9015,1334.329
54,511.6117,1399.205
55,474.7104,1380.24
56,469.8414,1307.842
57,438.1691,1323.886
58,14.80443,1301.477
59,435.1906,1329.8
60,473.9742,1328.855
61,714.5717,1440.562
62,635.7624,1333.191
63,742.9069,1345.377
64,882.962,1394.315
65,771.1321,1333.521
66,884.1465,1361.891
67,814.205,1369.42
68,398.4279,1331.504
69,673.9595,1359.436
70,505.706,1306.218
71,491.1136,1337.096
72,955.0179,1319.738
73,915.4185,1360.13
74,-122.9755,1387.249
75,669.8536,1314.032
76,534.4576,1320.94
77,500.5934,1387.254
78,1015.235,1332.963
79,378.5296,1303.449
80,446.3219,1292.476
81,731.5355,1416.623
82,868.0823,1284.87
83,864.912,1350.778
84,544.1605,1368.847
85,532.9072,1429.725
86,632.3249,1318.615
87,1047.542,1392.23
88,729.783,1354.057
89,686.9697,1383.93
90,1016.245,1292.978
91,360.7277,1366.972
92,568.8507,1390.609
93,323.7325,1278.691
94,579.5463,1430.379
95,738.5131,1345.228
96,9.480097,1328.755
97,584.502,1378.263
98,597.5375,1507.053
99,823.0187,1357.257
100,131.7915,1321.585
101,342.424,1353.212
102,956.6472,1406.132
103,766.2263,1425.394
104,400.3619,1357.662
105,136.6493,1308.932
106,238.1947,1383.882
107,294.8042,1333.208
108,436.925,1364.375
109,513.2449,1375.662
110,1039.904,1400.277
111,621.0638,1318.571
112,313.8825,1329.41
113,760.3413,1355.693
114,387.7789,1360.88
115,-28.41669,1297.767
116,-212.4156,1291.226
117,-391.6409,1315.793
118,-216.7664,1303.187
119,-252.2213,1379.731
120,436.7846,1305.837
121,-71.47453,1294.628
122,853.4098,1336.171
123,184.8063,1364.079
124,144.249,1371.562
125,417.8188,1319.483
126,184.2764,1320.819
127,-101.1366,1334.933
128,-456.5305,1309.926
129,-250.3222,1285.734
130,482.0157,1323.863
131,123.2079,1272.209
132,683.9803,1340.459
133,801.1047,1487.328
134,319.1986,1466.916
135,311.8557,1426.604
136,408.6878,1414.593
137,546.3583,1393.721
138,624.4318,1409.392
139,595.1675,1342.229
140,242.856,1275.622
141,426.9372,1459.11
142,485.8666,1459.815
143,659.8845,1365.893
144,813.0278,1461.331
145,487.4618,1226.655
146,468.4247,1339.49
147,672.5385,1363.463
148,425.6159,1356.815
149,575.3664,1402.564
150,968.5138,1356.081
151,63.50959,1376.96
152,254.8188,1394.694
153,449.2853,1406.408
154,390.1252,1383.307
155,451.7939,1325.861
156,-209.145,1378.42
157,1015.355,1413.332
158,-274.7668,1234.779
159,149.2697,1384.742
160,-18.48586,1306.114
161,357.6951,1243.197
162,-217.8344,1364.901
163,191.7015,1298.359
164,-54.83335,1320.763
165,-76.89223,1288.828
166,507.3375,1291.563
167,188.7358,1246.558
168,316.9066,1274.261
169,-130.8984,1206.715
170,23.62476,1320.151
171,653.3115,1330.556
172,46.88167,1300.376
173,609.111,1369.016
174,371.9144,1389.543
175,737.6749,1316.299
176,593.5908,1256.573
177,651.1638,1322.933
178,718.6707,1276.946
179,426.2893,1415.673
180,846.3743,1344.058
181,663.4386,1333.261
182,819.5983,1477.346
183,561.6446,1346.56
184,917.7782,1408.817
185,922.9689,1379.258
186,906.3882,1330.607
187,1077.168,1520.932
188,912.6183,1444.748
189,1123.571,1508.287
190,992.0163,1446.091
191,1153.686,1441.135
192,1052.762,1385.583
193,1018.197,1449.012
194,910.5911,1347.164
195,871.937,1375.345
196,953.6085,1535.202
197,711.6425,1400.808
198,651.1486,1372.131
199,868.1965,1684.741
200,621.4186,1573.645
201,852.0703,1431.786
202,639.674,1349.572
203,845.5258,1416.019
204,37.23807,1454.92
205,928.2557,1450.974
206,631.1903,1938.677
207,494.7457,1475.328
208,802.9412,1544.481
209,832.0631,1745.338
210,168.3905,1440.884
211,636.2968,1398.257
212,862.1717,1616.363
213,812.5472,1423.548
214,318.5347,1419.311
215,158.8768,1551.965
216,-74.47066,1457.579
217,220.2386,1467.275
218,377.125,1487.32
219,843.3199,1522.45
220,507.8454,1566.682
221,570.0214,1659.609
222,848.0915,1503.674
223,685.7979,1475.098
224,169.1101,1519.857
225,658.1435,1637.361
226,748.676,1486.195
227,452.9372,1502.437
228,827.1084,1617.725
229,432.5732,1421.839
230,-318.5572,1489.597
231,739.6926,1612.877
232,430.4351,1389.603
233,-5.499689,1426.41
234,-34.10021,1574.859
235,116.1211,1530.847
236,201.5279,2117.218
237,838.6152,1961.642
238,524.8431,1751.987
239,902.2844,2399.174
240,702.3466,2263.658
241,956.9908,1644.381
242,570.1786,1753.614
243,577.3173,1546.523
244,518.8236,1571.735
245,748.3459,1765.503
246,1184.799,2256.445
247,878.195,1606.391
248,546.964,1688.378
249,643.3552,1561.502
250,773.9656,1695.774
251,1208.045,1578.256
252,1063.406,1568.677
253,722.7098,2838.121
254,452.7897,1510.573
255,420.7601,1716.44
256,98.29478,1558.596
257,842.0817,1997.29
258,1172.036,2479.037
259,254.6285,1944.152
260,-37.99901,1847.193
261,-314.8636,1865.82
262,465.9107,2046.638
263,355.3524,1704.235
264,799.5029,1565.085
265,880.5415,2229.419
266,529.985,1669.873
267,685.9415,1586.73
268,762.2795,1589.338
269,882.7873,1626.3
270,791.347,1551.331
271,1026.201,1745.781
272,884.6571,1894.977
273,748.868,2260.322
274,315.9193,1922.691
275,593.4792,1838.024
276,-67.19285,2170.998
277,239.4448,1833.168
278,415.5391,2260.172
279,-300.9408,1518.763
280,301.8476,1551.627
281,805.7223,1536.679
282,599.5416,1573.896
283,198.2883,1546.932
284,83.45551,1545.646
285,-25.8911,1529.13
286,561.3777,1603.498
287,247.8704,1567.964
288,181.7802,1516.501
289,-220.1066,1586.706
290,886.9159,2024.133
291,797.429,1657.132
292,802.4252,2014.807
293,583.1727,2040.253
294,504.8366,1742.625
295,829.3646,1571.12
296,91.04575,1518.193
297,866.1276,1565.8
298,-153.992,1550.904
299,481.8026,1590.91
300,794.2763,1765.807
301,941.5778,2129.194
302,748.0287,1852.792
303,54.861,1443.596
304,845.2975,1663.988
305,1016.145,1656.772
306,691.6603,1635.661
307,441.3945,1440.743
308,560.7568,1626.982
309,393.7581,1552.251
310,733.7767,1475.233
311,521.2953,1466.911
312,686.5952,1522.294
313,311.9819,1562.797
314,187.0055,1751.63
315,53.53172,1585.857
316,1035.548,2136.031
317,817.2011,2536.729
318,1106.64,2693.545
319,631.6336,2300.059
320,782.1819,1727.297
321,458.5671,3061.72
322,1453.138,2692.845
323,564.2667,3580.781
324,411.301,3204.214
325,655.6209,3018.756
326,927.3182,3584.048
327,999.9697,3531.466
328,1186.437,4239.394
329,1126.071,2506.774
330,1174.039,2719.86
331,833.4055,2600.035
332,1044.829,1900.136
333,1430.195,2901.983
334,775.1687,1680.366
335,877.5778,5387.964
336,338.6773,1771.884
337,659.9652,1862.731
338,611.4294,1749.554
339,792.1125,1885.039
340,897.0165,2068.588
341,819.6499,2177.291
342,801.0431,1736.435
343,573.0327,1750.509
344,508.1789,1659.234
345,441.4573,1812.13
346,512.9412,1760.883
347,528.1852,1757.615
348,445.4811,1785.213
349,617.258,1674.413
350,492.9402,1725.774
351,488.2085,1896.866
352,268.8459,1796.69
353,514.8369,1862.298
354,467.398,1697.361
355,604.2236,1401.839
356,638.8151,1373.993
357,454.5822,2181.452
358,367.3846,1609.839
359,625.5061,2213.114
360,665.014,1659.801
361,414.0408,1518.169
362,-65.19411,1667.849
363,532.9346,1453.556
364,699.7085,1615.868
365,635.8336,1806.91
366,680.1055,1515.521
367,764.3101,1521.962
368,881.3096,1713.146
369,275.7498,1440.679
370,253.0403,1841.699
371,243.2109,1468.519
372,366.2311,2157.404
373,42.96387,2144.958
374,-133.7784,1405.125
375,335.8295,1583.144
376,744.0819,1627.517
377,486.2619,1475.037
378,825.2256,1998.092
379,694.5978,2121.435
380,886.6843,2871.489
381,980.2988,2765.282
382,1343.672,3043.106
383,1159.37,3204.853
384,693.3719,2121.406
385,1185.941,7100.642
386,786.637,2605.147
387,607.8889,1991.493
388,500.0985,2015.694
389,-329.2101,1653.935
390,827.4489,1986.998
391,1027.797,1974.918
392,809.5931,2213.281
393,376.8187,1630.189
394,848.1244,1633.244
395,39.53582,1468.291
396,162.6976,1981.013
397,104.0451,1847.127
398,1093.367,3649.597
399,1254.146,1993.812
400,1064.051,2503.226
401,1275.158,2246.581
402,953.8447,2942.409
403,1184.01,6370.433
404,1580.46,4681.612
405,1388.89,3096.591
406,1158.506,3197.487
407,1244.585,4537.326
408,886.6776,8481.68
409,538.5587,3016.435
410,-602.5002,1650.584
411,-306.0216,3185.565
412,398.6238,6085.267
413,241.7427,2256.997
414,546.902,2569.167
415,751.3466,3925.576
416,179.7088,2126.905
417,386.3753,1848.476
418,365.2516,2936.579
419,927.8062,5005.893
420,469.9437,4483.142
421,1313.831,13042.35
422,229.5458,2232.128
423,875.6238,1991.318
424,874.3581,2051.737
425,339.9406,2366.045
426,452.6402,1930.764
427,219.5415,3446.304
428,-42.31324,1972.345
429,605.2184,1964.725
430,110.9116,3021.934
431,626.6446,1805.786
432,659.7602,2532.648
433,592.1608,1620.547
434,653.0718,2016.735
435,944.0516,2283.531
436,799.7059,2228.064
437,709.1824,1552.896
438,458.7456,1400.79
439,394.0425,1811.074
440,337.4521,1825.509
441,30.87544,1687.051
442,219.6133,1539.649
443,697.9314,1518.803
444,-236.6899,1446.794
445,874.5939,1944.242
446,269.8249,1526.306
447,208.3,1577.668
448,-635.9608,1384.343
449,226.2359,1558.506
450,389.2401,1596.79
451,175.5822,2461.503
452,350.4893,2156.464
453,721.6077,1630.05
454,-114.3056,1726.436
455,300.1977,1934.332
456,96.64396,1792.072
457,431.3774,3747.01
458,732.6888,4575.923
459,-195.1233,1881.26
460,562.5547,6215.332
461,565.093,3041.562
462,-322.2017,2406.499
463,575.5724,3177.468
464,774.8392,2213.015
465,-33.23337,2229.9
466,-675.2286,2850.476
467,-171.7097,1646.546
468,-575.9728,1783.426
469,-779.9259,2008.818
470,584.0592,3092.023
471,425.0385,2047.272
472,240.9243,4137.28
473,766.1383,3381.328
474,581.2437,4957.316
475,1128.445,3601.521
476,1195.428,3777.058
477,856.5223,9291.841
478,948.1717,3033.139
479,1088.587,5455.247
480,1466.953,4997.401
481,1929.923,7748.472
482,1231.527,6152.548
483,1090.907,3029.313
484,1254.182,4081.014
485,1074.764,6429.721
486,995.6003,5437.878
487,1312.459,5335.927
488,1329.32,4447.804
489,1843.537,8868.055
490,1465.045,4598.695
491,1916.391,5159.668
492,2479.808,19378.31
493,1929.213,9798.519
494,1259.99,4923.16
495,1873.642,5269.006
496,1330.057,3092.803
497,1769.35,6843.587
498,847.3939,5486.304
499,2494.712,7720.059
500,1950.968,8008.278
501,1269.832,6733.455
502,713.4235,3630.083
503,785.2856,3948.372
504,2688.021,17983.91
505,1092.913,6132.121
506,1912.983,6541.083
507,2528.718,4949.425
508,2368.629,7206.527
509,1010.799,4637.06
510,1166.701,4221.805
511,2628.485,9481.046
512,3718.166,16826.29
513,2024.208,7972.786
514,2180.292,8712.74
515,1906.449,10733.64
516,2293.545,5086.647
517,2037.246,8104.602
518,1617.915,3484.086
519,1382.601,8508.348
520,1477.059,10646.16
521,1774.598,7899.113
522,2065.125,14455.72
523,1317.015,3695.792
524,1118.801,5546.055
525,2268.18,21114.61
526,1410.645,11756.05
527,1086.76,7291.308
528,1110.678,3048.914
529,1556.487,5339.909
530,1782.434,6412.095
531,894.057,7075.344
532,1957.535,6274.9
533,1546.073,10304.7
534,2111.227,16935.49
535,1418.48,6757.738
536,2002.017,12784.13
537,1442.11,7306.598
538,1636.096,4733.251
539,2723.813,29869.9
540,2490.732,17710.37
541,4046.01,54712.6
542,4156.733,24059.3
543,5359.055,56725.73
544,2487.223,12186.46
545,5835.116,56737.88
546,3003.834,22375.36
