GenerationNum,AverageFitness,HighestFitness
1,43.20614,1116.85
2,-407.645,1233.803
3,-1050.725,965.9915
4,-620.2235,862.8997
5,-664.2105,906.8657
6,-973.4204,1222.432
7,-104.2779,925.374
8,-294.312,957.647
9,-406.131,1274.055
10,-645.4407,948.6823
11,-376.5434,1178.031
12,-403.831,986.5363
13,-95.17262,1229.092
14,-651.2391,951.1586
15,-712.4326,1157.73
16,-53.59277,1170.767
17,-554.5875,1145.56
18,-476.0575,949.9479
19,-68.48189,841.9866
20,-8.830698,1221.884
21,669.8929,1264.83
22,488.311,1272.156
23,622.7157,1352.298
24,1040.71,1382.021
25,974.3239,1382.449
26,998.8549,1381.992
27,736.6038,1382.006
28,1175.771,1382.408
29,1264.286,1382.069
30,1224.187,1382.469
31,756.5228,1387.365
32,1044.337,1389.596
33,1045.66,1382.669
34,1253.453,1385.403
35,1026.253,1385.403
36,907.9077,1424.88
37,1303.448,1413.679
38,1370.389,1430.92
39,1174.522,1427.967
40,1317.66,1435.99
41,1258.703,1438.313
42,1328.087,1448.455
43,1083.92,1448.45
44,1313.698,1438.081
45,1296.001,1445.504
46,1156.453,1438.411
47,1266.124,1446.625
48,1335.543,1448.432
49,945.3517,1448.429
50,1097.052,1448.56
51,1108.381,1453.617
52,682.5377,1448.487
53,1321.653,1448.7
54,1235.839,1449.121
55,1276.07,1449.232
56,1220.36,1451.622
57,1112.829,1451.62
58,1324.452,1457.557
59,1190.345,1452.13
60,1180.994,1456.713
61,1321.716,1455.598
62,1134.647,1455.896
63,1300.902,1477.718
64,1262.877,1476.37
65,1047.449,1480.427
66,1356.797,1514.722
67,975.8055,1486.53
68,1148.784,1518.873
69,1206.126,1494.943
70,1032.745,1485.896
71,1137.251,1489.84
72,1309.113,1496.79
73,1163.777,1491.636
74,1034.897,1521.903
75,1321.61,1543.862
76,519.3954,1478.089
77,1095.987,1526.143
78,1116.786,1508.217
79,1333.76,1501.676
80,747.4191,1509.711
81,1292.121,1509.694
82,1136.218,1497.72
83,1072.5,1511.683
84,1380.939,1506.856
85,958.8398,1506.13
86,906.3909,1506.279
87,1263.246,1506.549
88,1065.855,1498.927
89,1265.49,1501.95
90,818.7548,1508.233
91,866.7108,1506.368
92,796.4418,1507.496
93,1077.989,1506.57
94,1360.297,1508.697
95,1139.845,1507.96
96,1144.318,1498.682
97,887.2369,1509.864
98,1160.188,1507.486
99,1294.327,1507.202
100,1366.756,1508.111
101,1062.511,1500.625
102,921.0295,1506.113
103,1317.535,1507.352
104,944.6025,1507.204
105,790.901,1501.057
106,1277.308,1498.61
107,889.3568,1506.658
108,1233.324,1505.973
109,912.9212,1505.311
110,1051.664,1506.928
111,1029.263,1507.698
112,955.1969,1509.658
113,791.9909,1507.916
114,892.8529,1518.633
115,1083.183,1498.976
116,1178.321,1518.009
117,936.6569,1498.882
118,1226.844,1528.246
119,1097.818,1503.333
120,1312.424,1498.263
121,698.8504,1506.679
122,992.5376,1505.319
123,1345.291,1508.703
124,1326.182,1517.832
125,1226.44,1508.688
126,1095.922,1508.218
127,1222.561,1507.926
128,988.87,1507.112
129,1012.062,1505.542
130,1247.374,1501.059
131,1060.938,1501.365
132,1296.519,1506.479
133,1353.164,1507.572
134,1325.526,1504.337
135,1302.866,1517.948
136,1175.278,1517.228
137,1037.475,1518.088
138,1340.453,1518.647
139,1117.817,1518.731
140,1192.724,1518.288
141,962.9816,1517.254
142,1127.663,1517.43
143,1246.035,1518.792
144,1296.774,1516.971
145,1241.347,1517.092
146,1221.324,1517.83
147,1014.624,1472.003
148,986.0742,1459.422
149,427.9617,1470.482
150,1130.375,1456.767
151,975.4606,1501.831
152,894.6879,1503.02
153,463.6593,1417.003
154,1107.21,1442.974
155,1224.394,1467.578
156,1136.974,1458.457
157,644.9818,1486.72
158,540.183,1477.811
159,933.2047,1491.324
160,290.3065,1483.826
161,420.2394,1508.361
162,402.8495,1487.884
163,854.2343,1501.607
164,749.188,1506.303
165,1198.149,1491.77
166,971.5106,1508.676
167,622.6102,1503.439
168,1206.52,1511.064
169,800.8992,1501.7
170,1144.344,1503.343
171,1020.644,1503.452
172,843.042,1502.457
173,1054.223,1503.862
174,786.1638,1502.984
175,941.1246,1503.39
176,999.3141,1501.667
177,928.7809,1503.698
178,1082.256,1503.745
179,669.6222,1494.796
180,83.59483,1497.668
181,1055.917,1501.411
182,980.9993,1490.627
183,779.3203,1503.628
184,304.2598,1503.565
185,948.0637,1503.448
186,842.382,1493.187
187,1099.719,1494.982
188,663.9996,1505.34
189,1117.333,1504.399
190,585.1408,1506.333
191,218.3215,1507.357
192,320.5703,1509.094
193,418.478,1506.281
194,863.6151,1507.305
195,486.7162,1507.572
196,991.3171,1493.411
197,64.79696,1504.037
198,717.8216,1498.315
199,712.1234,1500.264
200,702.3613,1507.581
201,771.6849,1498.012
202,708.6745,1502.615
203,-162.601,1511.359
204,313.3567,1501.71
205,1138.648,1508.003
206,800.3911,1504.86
207,664.4128,1510.476
208,531.9468,1509.278
209,966.2112,1507.896
210,868.744,1512.766
211,950.799,1507.7
212,1159.385,1507.725
213,1243.731,1511.709
214,730.7727,1568.183
215,801.6727,1562.757
216,845.871,1570.635
217,32.60378,1565.366
218,703.2245,1567.915
219,302.9429,1584.139
220,554.5402,1577.156
221,1110.652,1619.879
222,549.2179,1544.262
223,245.6807,1577.329
224,419.4125,1577.419
225,1066.627,1577.313
226,1167.006,1577.245
227,954.0396,1577.449
228,-153.2818,1559.47
229,740.9784,1577.198
230,201.4514,1577.245
231,6.039771,1564.37
232,1119.348,1577.585
233,594.9092,1577.235
234,837.3113,1558.66
235,575.4164,1576.963
236,243.3781,1576.406
237,502.4945,1853.27
238,728.3809,1706.155
239,38.1603,1678.568
240,911.4466,1669.174
241,984.8534,1883.727
242,933.8392,1885.86
243,799.0001,1876.352
244,790.8681,1865.431
245,1164.571,1869.443
246,285.5123,1683.811
247,826.3616,1921.218
248,806.613,1868.921
249,1053.714,1673.247
250,1135.206,1669.52
251,1143.602,1984.714
252,1261.476,1711.258
253,914.9338,1708.569
254,638.2255,1684.174
255,894.3065,2106.784
256,808.1794,1834.332
257,1025.024,1881.958
258,583.9723,1833.835
259,767.3542,1876.894
260,750.1603,1683.995
261,799.7416,1885.13
262,1237.71,1678.885
263,927.6541,1660.624
264,1193.274,1866.563
265,1053.136,1700.75
266,1118.403,1668.52
267,968.0927,1684.783
268,988.748,1879.491
269,913.0171,1723.519
270,1364.13,1880.046
271,1185.78,1879.859
272,807.0565,1706.65
273,585.9365,1681.074
274,851.2511,1675.721
275,550.3624,2018.151
276,1110.617,1885.198
277,1013.993,1880.055
278,1097.78,1862.954
279,1010.568,1681.316
280,794.0286,1924.775
281,1132.77,1952.106
282,358.6939,1962.671
283,1008.877,2189.769
284,-11.9754,2160.717
285,957.3463,2209.432
286,814.8822,2006.542
287,477.8179,1970.623
288,373.8741,2884.454
289,761.2198,2147.362
290,336.1461,2683.997
291,791.8915,1993.27
292,1123.143,2225.778
293,561.6615,2188.334
294,285.5578,1988.653
295,1306.585,2005.636
296,1014.855,2212.086
297,894.5729,2277.12
298,876.3621,2402.994
299,790.235,2690.678
300,1122.776,2899.134
301,918.6458,2452.286
302,802.6542,2021.975
303,478.609,1915.637
304,479.2506,1988.932
305,864.5605,1989.749
306,907.5247,1975.212
307,92.95659,1950.412
308,773.9308,1955.35
309,696.4891,1985.271
310,600.3022,1752.187
311,374.1553,2207.331
312,957.5513,1756.761
313,957.5643,2660.198
314,1142.926,3013.626
315,951.9826,2375.28
316,1609.997,2640.529
317,816.8552,1922.028
318,1074.981,1965.957
319,621.9521,1934.631
320,930.2175,2434.053
321,717.2854,2193.456
322,1031.822,1951.593
323,876.6994,2702.088
324,894.6655,1974.101
325,508.8187,2263.177
326,728.7821,2147.644
327,209.9345,2178.393
328,389.1271,2448.46
329,703.5648,2351.654
330,1441.809,2690.158
331,961.52,1718.516
332,769.3517,1949.203
333,685.4253,1834.872
334,634.4312,1739.947
335,1270.667,2198.877
336,452.4272,2216.855
337,-51.07742,2387.171
338,92.20225,1922.82
339,752.1688,2254.236
340,748.3096,2262.302
341,1299.465,1854.616
342,682.7753,3085.88
343,1161.773,2397.03
344,983.446,1831.131
345,989.3612,2095.23
346,919.3039,1883.408
347,30.25858,2063.451
348,438.7521,2402.796
349,-75.74687,1899.949
350,510.0741,2117.636
351,997.7407,2089.042
352,104.2059,2445.18
353,343.1518,1809.702
354,879.6533,2095.969
355,737.4857,1901.109
356,782.3202,1696.972
357,583.4567,1711.983
358,510.1307,1861.855
359,773.3636,2564.084
360,370.2363,1900.753
361,619.8231,1732.489
362,863.0785,2139.883
363,994.4611,2054.315
364,451.7771,2316.984
365,996.4935,3097.844
366,680.4772,2594.323
367,34.11926,2553.617
368,102.4613,1938.562
369,204.6965,2128.054
370,458.6309,2106.109
371,699.9994,2564.392
372,719.5707,1945.165
373,954.8596,1967.919
374,768.4922,1817.358
375,701.7994,1827.647
376,-100.77,3251.341
377,1205.607,2557.783
378,257.8703,1781.117
379,988.8325,2371.444
380,791.1307,1811.502
381,882.7726,3193.309
382,1015.037,2269.646
383,734.6057,2298.948
384,1352.773,1910.276
385,620.1904,2076.161
386,614.87,2458.183
387,-228.9097,1934.686
388,522.9271,2249.543
389,428.0829,2235.556
390,117.2809,2040.593
391,345.8675,1831.156
392,193.7618,1808.4
393,646.3663,3951.4
394,676.5123,3062.135
395,656.3881,1957.984
396,699.7006,1784.861
397,672.1152,2105.568
398,256.0942,2545.704
399,813.02,1969.281
400,696.238,2013.107
401,883.7142,2063.171
402,605.6042,2598.87
403,457.8371,2647.322
404,402.9272,1943.28
405,918.7593,1939.752
406,192.0028,2190.863
407,600.0323,2196.556
408,641.4993,1977.727
409,1091.01,1943.944
410,1021.746,2278.234
411,1053.447,1968.594
412,406.639,2760.426
413,267.2057,2704.821
414,638.1608,2469.066
415,497.4202,1982.641
416,915.055,1967.459
417,945.4792,2662.46
418,370.5793,2120.823
419,329.6666,2447.339
420,446.7543,2975.125
421,496.8675,2417.494
422,1217.489,2168.371
423,580.6063,2517.976
424,736.9708,2435.686
425,714.564,2470.473
426,-266.4096,2944.107
427,-343.9672,2744.3
428,343.5381,2713.555
429,1239.566,2212.295
430,1037.884,1959.404
431,866.5282,1756.663
432,893.0018,2242.598
433,401.5553,1976.451
434,442.728,2248.262
435,719.8251,2063.126
436,484.1408,2558.813
437,523.3561,1974.644
438,521.1881,2996.257
439,572.4816,1682.956
440,515.3145,2695.521
441,-166.593,1999.749
442,-369.422,2016.159
443,741.6133,2508.96
444,754.5106,2358.877
445,517.8767,2548.731
446,416.9026,1774.179
447,1376.767,2201.314
448,537.9493,2178.106
449,84.63829,1947.406
450,811.2831,2059.149
451,896.4183,1943.825
452,537.8766,1985.616
453,236.8463,2251.654
454,484.14,2012.537
455,670.4008,2516.367
456,683.804,1987.205
457,-445.946,2330.02
