GenerationNum,AverageFitness,HighestFitness
1,-288.9922,135.6602
2,-215.8366,565.4135
3,-1834.747,507.5995
4,-179.0161,406.9619
5,14.45948,464.8592
6,-87.26628,606.5943
7,-21.47385,567.293
8,-226.231,547.0213
9,-127.3461,434.2026
10,-87.04402,460.0574
11,-460.6657,962.2367
12,-34.79459,600.4897
13,-1967.065,865.1085
14,-72.41879,662.556
15,42.81594,732.0477
16,-57.74711,339.2462
17,-616.7326,447.6448
18,-51.2716,371.7901
19,-68.8894,794.5984
20,-875.5077,272.795
21,-181.3824,286.5415
22,-24.53126,760.3019
23,61.13874,790.9515
24,18.30635,611.9936
25,97.58958,913.2685
26,86.36874,708.0878
27,35.65815,604.5123
28,69.62868,697.9051
29,-1492.466,968.012
30,189.9214,738.6146
31,-732.3828,481.6335
32,-1370.273,535.938
33,43.9228,459.7829
34,46.37799,711.2441
35,-153.1406,190.1144
36,26.12822,375.4099
37,82.18807,618.1331
38,57.07909,531.7563
39,97.37092,560.3776
40,-864.8727,714.5704
41,-39.66636,692.9266
42,-670.7153,1224.576
43,121.5033,860.9375
44,160.898,693.0817
45,39.9188,715.5131
46,-23.00473,305.1833
47,67.59633,733.6989
48,-110.2838,506.6025
49,74.51698,663.7008
50,-34.34405,540.3088
51,110.9247,957.1793
52,97.22623,947.3893
53,140.9995,856.5859
54,-94.82485,376.6823
55,-549.3743,531.8477
56,71.19722,570.5339
57,5.17215,739.7834
58,150.295,788.1003
59,-1745.219,591.6286
60,-15.22431,798.6215
61,132.5068,840.0504
62,68.0984,773.1163
63,-814.2333,872.0075
64,8.818403,606.2755
65,108.736,697.9928
66,155.0926,1319.004
67,-335.3933,847.0795
68,-108.9729,1248.243
69,-438.9882,886.075
70,179.0102,764.0327
71,79.45378,887.787
72,43.93588,1156.575
73,44.97479,959.0593
74,-137.719,526.6644
75,235.5821,1179.303
76,-11.93899,591.6189
77,150.1623,1140.557
78,-50.63961,672.4697
79,-1245.891,944.3889
80,12.69524,1108.239
81,-661.4858,947.7925
82,-58.33356,925.5678
83,-871.9512,732.3265
84,-71.30032,1170.515
85,-865.9624,389.9579
86,-69.91026,811.385
87,12.94796,571.5156
88,-474.5917,833.0037
89,-996.2385,207.5654
90,-628.4685,931.1987
91,1.316031,995.0286
92,46.3578,730.7814
93,143.5418,962.7849
94,30.61341,614.0098
95,-435.9026,784.7728
96,-660.494,812.9278
97,-1045.353,1154.692
98,-265.333,589.3956
99,28.41784,904.9679
100,92.6385,930.0123
101,3.944412,1207.933
102,35.68422,680.3963
103,47.23595,952.978
104,220.9129,1324.766
105,-1650.066,676.4333
106,98.96347,833.0276
107,-508.8195,775.4412
108,69.02495,985.1514
109,37.85172,568.5157
110,-631.8174,403.9266
111,-641.0826,570.1177
112,-736.8736,836.4519
113,138.3842,795.812
114,-34.10844,648.6974
115,-719.5856,959.2366
116,-198.683,292.446
117,-104.5625,351.8215
118,29.43705,625.8184
119,153.5401,1207.661
120,136.6898,1327.217
121,139.2365,800.6448
122,56.48132,1224.848
123,24.42979,772.9769
124,130.6398,1168.024
125,167.3996,844.6932
